player_id,total_matches,win_rate,win_rate_hard,matches_hard,win_rate_clay,matches_clay,win_rate_grass,matches_grass,win_rate_carpet,matches_carpet,form_last_10,form_last_20,form_last_30,avg_1st_serve_pct,avg_1st_serve_win_pct,avg_ace_rate
229376,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229378,3,0.6666666666666666,0.5,0,0.5,0,0.5,0,0.5,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
229379,5,0.6,0.5,0,0.6,5,0.5,0,0.5,0,0.6,0.6,0.6,,,
229380,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229382,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229384,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
104208,31,0.3548387096774194,0.0,3,0.39285714285714285,28,0.5,0,0.5,0,0.3,0.25,0.3333333333333333,,,
229386,3,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229387,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229388,3,0.3333333333333333,0.5,0,0.3333333333333333,3,0.5,0,0.5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
229389,9,0.5555555555555556,0.5,0,0.3333333333333333,3,0.5,0,0.5,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,,,
201902,2,0.5,0.5,0,0.5,2,0.5,0,0.5,0,0.5,0.5,0.5,,,
229390,2,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
201903,5,0.4,0.5,2,0.3333333333333333,3,0.5,0,0.5,0,0.4,0.4,0.4,,,
229394,10,0.4,0.5714285714285714,7,0.5,0,0.5,0,0.5,0,0.4,0.4,0.4,,,
229395,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229396,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229397,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229398,2,0.0,0.5,0,0.5,0,0.0,1,0.5,0,0.0,0.0,0.0,,,
229399,3,0.3333333333333333,0.5,0,0.5,2,0.5,0,0.5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
104211,36,0.4444444444444444,0.46153846153846156,13,0.4,15,0.6666666666666666,3,0.4,5,0.4,0.45,0.4666666666666667,0.7211042240587696,0.7420892494929007,0.038750573921028465
229401,13,0.3076923076923077,0.5,0,0.0,1,0.42857142857142855,7,0.5,0,0.4,0.3076923076923077,0.3076923076923077,,,
229400,2,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229402,8,0.0,0.5,0,0.0,2,0.0,1,0.5,0,0.0,0.0,0.0,,,
229404,7,0.14285714285714285,0.5,0,0.5,0,0.3333333333333333,3,0.5,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,
229403,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229405,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229407,8,0.25,0.5,0,0.0,3,0.5,0,0.5,0,0.25,0.25,0.25,,,
229406,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229408,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229410,7,0.14285714285714285,0.5,0,0.0,3,0.5,0,0.5,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,
229411,3,0.3333333333333333,0.5,0,0.5,2,0.0,1,0.5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
104213,16,0.4375,0.6363636363636364,11,0.0,3,0.5,0,0.0,2,0.6,0.4375,0.4375,,,
229409,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229414,2,0.5,0.5,0,0.5,2,0.5,0,0.5,0,0.5,0.5,0.5,,,
229415,13,0.23076923076923078,0.5,0,0.0,1,0.5,2,0.5,0,0.3,0.23076923076923078,0.23076923076923078,,,
229412,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229413,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229417,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229418,1,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229419,3,0.0,0.5,0,0.0,1,0.5,0,0.5,0,0.0,0.0,0.0,,,
229423,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229424,12,0.3333333333333333,0.5,0,0.5,0,0.2,5,0.5,0,0.4,0.3333333333333333,0.3333333333333333,,,
229426,2,0.0,0.0,1,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229427,2,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,,,
229428,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229429,4,0.25,0.0,1,0.5,0,0.5,0,0.5,0,0.25,0.25,0.25,,,
229430,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229431,1,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229432,2,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,,,
229433,2,0.0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,,,
229434,7,0.5714285714285714,0.75,4,0.5,0,0.5,0,0.5,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,
